Hotel,Country,Total Of Special Requests
Resort Hotel,BEL,1
Resort Hotel,FRA,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,ITA,1
Resort Hotel,FRA,1
Resort Hotel,POL,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,LTU,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ARG,1
Resort Hotel,AUT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,CN,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,BRA,1
Resort Hotel,SUR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,FIN,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,SWE,1
Resort Hotel,PRT,1
Resort Hotel,CHN,1
Resort Hotel,FRA,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,CN,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,USA,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,NLD,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,ROU,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,CN,1
Resort Hotel,ESP,1
Resort Hotel,POL,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,NLD,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,LUX,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,DEU,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,USA,1
Resort Hotel,CN,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,DEU,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,SWE,1
Resort Hotel,USA,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,AUS,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,NLD,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,CHE,1
Resort Hotel,AUT,1
Resort Hotel,ITA,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,CN,1
Resort Hotel,CN,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,NLD,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,SWE,1
Resort Hotel,BEL,1
Resort Hotel,DNK,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,NLD,1
Resort Hotel,POL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,NOR,1
Resort Hotel,BEL,1
Resort Hotel,FRA,1
Resort Hotel,FRA,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,CHE,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,EST,1
Resort Hotel,IRL,1
Resort Hotel,LTU,1
Resort Hotel,PRT,1
Resort Hotel,ROU,1
Resort Hotel,IRL,1
Resort Hotel,HUN,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,LUX,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,SWE,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ITA,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ITA,1
Resort Hotel,NLD,1
Resort Hotel,GBR,1
Resort Hotel,CN,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,CMR,1
Resort Hotel,ESP,1
Resort Hotel,NLD,1
Resort Hotel,FRA,1
Resort Hotel,DEU,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,NLD,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,BEL,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,NOR,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,CHE,1
Resort Hotel,MAR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,ROU,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,ITA,1
Resort Hotel,NLD,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,CHE,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,GBR,1
Resort Hotel,NOR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,BRA,1
Resort Hotel,RUS,1
Resort Hotel,GBR,1
Resort Hotel,FIN,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,ROU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,POL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,CHE,1
Resort Hotel,IRL,1
Resort Hotel,FIN,1
Resort Hotel,NOR,1
Resort Hotel,NOR,1
Resort Hotel,CHE,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,PHL,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,MOZ,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,NOR,1
Resort Hotel,GBR,1
Resort Hotel,SWE,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,CN,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PHL,1
Resort Hotel,other,1
Resort Hotel,DEU,1
Resort Hotel,BRA,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,USA,1
Resort Hotel,SWE,1
Resort Hotel,NLD,1
Resort Hotel,EST,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ISR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,BRA,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,DEU,1
Resort Hotel,BEL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,DNK,1
Resort Hotel,ESP,1
Resort Hotel,ITA,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,FIN,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,IND,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,FRA,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,NPL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,ITA,1
Resort Hotel,BRA,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,IRL,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,NLD,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,NOR,1
Resort Hotel,FIN,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,BEL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,other,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,AUS,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,NOR,1
Resort Hotel,BEL,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,other,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,SWE,1
Resort Hotel,FRA,1
Resort Hotel,NLD,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,SWE,1
Resort Hotel,BRA,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,CHN,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,THA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,FRA,1
Resort Hotel,POL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,ESP,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,ROU,1
Resort Hotel,GBR,1
Resort Hotel,POL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,GBR,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,MAR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BEL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,USA,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,DNK,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ZAF,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,GBR,1
Resort Hotel,OMN,1
Resort Hotel,PRT,1
Resort Hotel,DOM,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,USA,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,BEL,1
Resort Hotel,GBR,1
Resort Hotel,BRA,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FIN,1
Resort Hotel,FRA,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,BEL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,CN,1
Resort Hotel,BEL,1
Resort Hotel,SGP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,CHL,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,BGR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,POL,1
Resort Hotel,FRA,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ITA,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,BRA,1
Resort Hotel,IRL,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,ESP,1
Resort Hotel,ZAF,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,RUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,COL,1
Resort Hotel,USA,1
Resort Hotel,IRN,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BGR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,CHE,1
Resort Hotel,ITA,1
Resort Hotel,PRT,1
Resort Hotel,BEL,1
Resort Hotel,IND,1
Resort Hotel,GBR,1
Resort Hotel,CHE,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,DEU,1
Resort Hotel,JPN,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,ITA,1
Resort Hotel,CN,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,HRV,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,USA,1
Resort Hotel,ARG,1
Resort Hotel,GBR,1
Resort Hotel,RUS,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,RUS,1
Resort Hotel,POL,1
Resort Hotel,SWE,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,USA,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,ROU,1
Resort Hotel,USA,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,KAZ,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,SWE,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,UKR,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DNK,1
Resort Hotel,GBR,1
Resort Hotel,ITA,1
Resort Hotel,FIN,1
Resort Hotel,NLD,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ISR,1
Resort Hotel,DNK,1
Resort Hotel,PRT,1
